,User_name,Review,Rating1,Rating,Title
469,Dipali singh,I bought bass edition thinking bass would be goodAlthough they have good features and work perfectly with my oneplus 7 but what is the use if sound quality is low and bass isn't goodDidn't expect this from oneplus,3.0 out of 5 stars,3,Its a bass edition white doesn't has bass at all
470,Shakkir ahammad,"After 7 months of use its right ear stopped working. And its too disgusting  beacuse it hadn't scratches or broken history suddenly  just stopped while iam hearing.more than the money I believed  in the product value of oneplus.and this incident make me disappointe me very well.iam a sound perfection guy,I want a good quality when watching movies or hearing songs .Now I have only one left ear And  doesn't go well ,sooner I buy an earphone but in my life time am never gonna buy any oneolus product.i lost all my confidence on this",1.0 out of 5 stars,1,7 months usage
471,Amazon customer,"Its been 9 months after purchase and the wire got cut near the speaker. Dont go with bass edition ,coz the previous edition wires are thick and strong. Couldn't do any service or claim warranty as it comes under physical damage.Dont know whats the advantage of going with branded neckband ,as even they dont provide service for earphone.Please go with some other brands with prices less for better quality than oneplus",1.0 out of 5 stars,1,Poor wire quality
472,Prince Naagar,"                    The media could not be loaded.                 I like connectivity, it's fast but after 6 days Bluetooth connectivity light stops blinking and device visibility gone. Factory reset not functioning, then I replace it now I upload photo and video of replaced device. Will upload review after 10 days.Thanks guys bye!!",1.0 out of 5 stars,1,"Bluetooth connectivity is fast but after three days, light stop blinking."
473,Saurabh batham,Omg! What an amazing product my gf she gifted me this and i must say this is the best base Bluetooth I've ever heard in this price range and sound quality is lovely see OnePlus is doing an amazing job and best thing is charging. Just plugin for 10min and you're good to go for an entire day if heavy use if not then 2 day max but 10min of charging if you have OnePlus adapter.Guys if you're looking within 2k don't think twice just purchase it this is bang onn.,5.0 out of 5 stars,5,My gf gifted me and ...
474,Ganesh B,"Product is good ,earlier I was not able to understand the power on/off technology of this device.Now I came to know it is working by magnet touches the power will off and vice versa.And sorry the returned device is also working fine all is my mistake to understand the device functionality.Overall it is a worth buy , Appreciate Amazon for hassle free return policy",5.0 out of 5 stars,5,Overall good device
475,Ranganathan Vinayagamoorthy,Purchased this product on 02-Jul-21 and it is stopped working on 03-Sep-21. Initially I was satisfied with the headset though it has norwal audio quality as my intention is to use for calls. All of sudden it is stopped working while using and then unable to switch on. No led indicates. It is dead. Now I have to chase the customer support to see if this can be replaced under warranty.It is not a reliable product so I suggest not to choose this product.,1.0 out of 5 stars,1,Worst product - Shouldn't trust the OnePlus
476,Shakti Nayan,"Got spoiled in 3 months. The sound quality and everything is just “okay”. There are better ones you can buy from BOAT or any other. The headphones are my second purchase, maybe something wrong with the red colored ones. Buy with caution.",1.0 out of 5 stars,1,Stopped Working in 3 months
477,Pushkar jain,This is an amazing neckband to consider when your budget is less than 4000 . Though it costs only 1999 it gets a variety of flagship functions. The sound is crystal clear with a nice bass. It has a balanced sound. The red and black colour combination too flaunts in itself. I am loving it.,4.0 out of 5 stars,4,Superb!!
478,Shubham Maheshwari,Pros:1. it's a one plus product which is a brand2. Good packagingCons:1. Overpriced2. You can buy earpods of boat in such price or less3. Entangled a lot4. Normal noise just like a ordinary one,3.0 out of 5 stars,3,Overpriced hype product
479,Sunil,"One side went bad within few weeks.Then the wire came out which gave mild electric shocks.OnePlus doesn't provide replacement warranty like others do, and refused to cover if damaged.Had to throw it in the dustbin, the rightful place a earphone like this belongs.",1.0 out of 5 stars,1,Worst quality at this price range
480,Indra Charan,"Even though the hype and expectations are very high.It doesn’t perform as well as it should be considering the price point.You will hear cracking sound, it is the most worst thing in any Bluetooth earphones or headphones.That cracking sound will definitely screw up your whole music listening experience.I will definitely recommend other Bluetooth neckbands which are lower in the price over this thing.But the bass is decent.",1.0 out of 5 stars,1,Don’t waste your money on this product.
481,Razim,Absolute piss poor product. Bluetooth keeps disconnecting. Deosnt switch on at times. Switching off and switching on bluetooth time is more than listening to anything from it. Being a OnePlus user for years and this being the 3rd earphone device I'm owning - tbis is just sad quality. I can't even return sucha poor product. Please don't buy!! Let down product.,1.0 out of 5 stars,1,Buy to switch on and switch off bluetooth rsther than listening to music from this
482,Sayantan M.,"Very good product, Sound quality is great, well balanced, vocals clarity nice, loudness great, and all mids, lows and highs are also well balanced.., build quality very good and charging time is just 20 mons and back up is also great,Cons- There is no as such cons in this device but one thing that I feel that it's not comfortably fit in ears, the size of the ear-cup a little bit bigger but the weight is not heavy its light weight, but not very comfortable at all..At last, it is a must buy product at this price point...",4.0 out of 5 stars,4,You can't get better choice than this at this price point
483,Ramanathan,Oneplus bullet wireless🤘🤘 z:These r one of the most best and most used neckband in the market. Also these r my first oneplus product.Things I like: Good sound qualityMic is superb and best for callsGood quality of neckband 💯Easy pairing. Just separate the  two magnets to on the neckband and close the two magnets to off itThings I don't like: bass is not that much goodFinal: Go for it!!,5.0 out of 5 stars,5,It's an Good neckband but bass is lagging
484,Ashutosh Bhutekar,This is one of the best Neckband under 2000 rs. The sound quality is truely awesome. The Bass is main reason you buy this Neckband and it gives alot of great bass . The Neckband is of Silicon Material which is very light in weight and you don't know that there is Neckband in your neck.Battery is very awesome . Runs 4-5 Days when Fully charged .I will give it 5/5 stars .I will suggest that you should buy this Neckband .This worths your money 💰 .,5.0 out of 5 stars,5,Best Neckband in 2000 INR
485,JP,"Bullets Wireless Z(Bass edition Red) - Excellent product which strikes a fine balance between battery life and sound quality. Practically, this is almost close to a wired headset. Never ran out of battery in the middle of something important which is uncommon for a wireless headset considering my bitter experiences in the past. Thumbs Up👍! With OnePlus warp charger, time to charge is minimal too. Not sure how this fares without a warp charger. Sound quality is decent(if not great). Worth buying!",4.0 out of 5 stars,4,[Battery Life] and [Sound Quality] - Very Well Balanced!
486,Oxygen,"Its good for bass songs only. Normal conversation, movies, videos etc. will also be slightly heard with bass effect. If you are willing to customize equalizer setting in your phone,, your purpose will not be 100% solved. Because you know for classical songs you set equalizer on classical mode,, it won't sound like classic it'll have bass majorly.If you're bass lover it's perfect for you.If Amazon is giving me refund I'm ready to cancel the order.",1.0 out of 5 stars,1,Only for bass
487,sebin joy,"The headset sells just because it's OnePlus is the most apt review for this product.Poor quality microphone, high disturbance for the person listening to you on call under any circumstance, indoor or outdoor.Know multiple people who have faced the same issue.The service center folks have also acknowledged that the earphones having these manufacturing defects is quite common for this product.",2.0 out of 5 stars,2,Overpriced inferior product
488,sastry,Defects prody delivered new one with scratches.But good this return policy and immediately sending new one .I'm using OnePlus mobile after seeing OnePlus earphones reall shocked this kind of products how they delivered,1.0 out of 5 stars,1,Defect or used  product delivered
489,Rohit Dighepatil,Guys don't trust these earphones as their sound quality is good but their built quality is too poor.Earphone just got separate from right ear.Red wire got separated form black joint.Such poor build quality i have never seen anywhere at huge price.Please don't buy those.I genuinely request you it will waste of your money and they will not provide any warranty as they will call it as physical damage.,1.0 out of 5 stars,1,Poor build quality.
490,Ashish Raj,"Nothing to like in this product. Frequently disconnection, other side person doesn't get clear sound, too much of noise. Useless in zoom calls as auto connection doesn't happen once disconnected and have reconnect call even because of it. Worst experience with a headphone. I do not recommend for one plus headphone now. Note: I am using it with one plus 5T. And had expected smooth connectivity and sound. Cheap product.",1.0 out of 5 stars,1,Not worthy at all and useless for calling
491,Harsh tiwari,I really liked the build quality and sound quality seriously well it is worth the price noise cancellation is pretty good too and bass quality is just excellent on this price point but the only thing i dont like about this headphone is that if you are on call when you play music or games the sound goes from stereo to mono and sound quality decreases wether its phone call or discord call that's the only thing i dont like and in my phone (one plus 8 pro) there no latency at all i dont feel any delay and that's it for my review i hope it helps you ;),4.0 out of 5 stars,4,Sound quality is really well balanced between bass and treble really worth the price 🔥
492,Syed Fateen,Good sound and connectivity but the only con is that it does not work well with WhatsApp calling and even some other calling apps like imo and sometime instagram.. I think it's a bug because I've seen alot of complaint regarding this issue,4.0 out of 5 stars,4,Great
493,Ravi Teja Gande,Battery life is just outstanding. The sound quality was clear but the bass was not that good even though I bought the (bass edition). For bass I would rate 3.5. In bass edition we would expect more than this. The pause and play option takes 1.5 second to act. My recent earphones were jbl endurance run bluetooth. It has a bit more bass compared to bullet wireless but the quality of sound is better in oneplus bullet wireless. But never the less for 2000.,4.0 out of 5 stars,4,Good for the price range.
494,siddhant jadhav,Did not expect this from one plus:The product keeps on giving me crackling sound. It goes only when switched off and switched on. I can not keep on doing that all the time. Worst experience from one plus,1.0 out of 5 stars,1,Did not expect this from one plus:
495,Sudhir jayant,I found crackling sound when i connect to laptop and TV. So I am replaced it. When i received the second product i was shocked to know that it's a fake item completely ! packaging was different and quality as well !This was not expected from oneplus and amazon ! actually it's done by the mediators in between the company and customers and company should take actions regarding this !,4.0 out of 5 stars,4,Neckband sound has some crackling sound in background !
496,Vaishnavi,"Pathetic experience wid this is one. It was working fine for two months and then stopped working like not supprting charging n no sound. The service centre is also very disappointing, its already been more than 15 days but after many call attemts they r giving no clue how long it ll take to repair the product. Wud have bought realme or boat they r way better than this.",5.0 out of 5 stars,5,total waste of money on the name of oneplus they r fooling us their servicing is also worst
497,Sana afra,The first time i ordered i have got nonsealed and damaged incorrect cheap product..i was very annoyed..later i ordered replacement and got the sealed one which is quite decent...check the seal and product aswell before accepting coz the box was original but the inside product was wrong and cheaap quality.BEWARE OF FRAUDULENT ACTIVITIES,4.0 out of 5 stars,4,BEWARE OF FRAUDULENT ACTIVITIES
498,Manoj Raut,"Worst wireless earphone ever bought in my life within 6 months started showing connectivity issues, bluetooth stopped working and OnePlus service is the worst I don't why they claim they have the best customer service, on the other hand other earphone company have pickup and drop facility.here I'm waiting for 1 week to get my Earphone repair or replace. There's no response from customer care service they don't pick up your call. Worst service!!",1.0 out of 5 stars,1,Please don't buy look for another company products
499,Amazon Customer,"Just what you need to listen to music. Not so much for calls but it does the job. It is easy to set up and pairing was almost immediate. Really nice quality and fits well. Only thing I thought was the wires are a bit longer than I am used to, but that is okay and I can live with it. Magnetic off is also really helpful.",4.0 out of 5 stars,4,Not disappointed
500,Pradeep,"The battery life if not stellar as advertised, but it’s good. Lasts for 6 hrs of playback.Charging not as dramatic, but charges fast.Sound quality is good and comfort is also very good.Calls/Mike quality is good as well.Overall no regrets in purchasing this. Highly recommend it, but don’t go by PR numbers.",4.0 out of 5 stars,4,Most Comfortable and Convenient Bluetooth earphones at very good price.
501,shubham wanle,Using the product from past three months the bass quality is really up to the mark and sound quality is really great.Noise cancellation also works fine with the build in quality. It's really light weight and doesn't feel any kind of pressure on neck.But the voice quality is bit lower as we think of one plus product other than that the product is worth it and you should go for it .,4.0 out of 5 stars,4,Bass is up to the mark
502,AJAY KUMAR,Best blutooth earphones....build quality and the Sound quality of the product is really amazing...Noise cancelation pretty decent...This earphone never disappoint you and fulfill all yours expectations.....In last simply superb and also thanks amazon family for the delivery of this product in just 3 days...,5.0 out of 5 stars,5,Amazing product
503,Pavani,Disagree is it continues reminds u that your charging gonna be over like having 20%-10% if u talking with another person it Will automatically turn on speaker if u talking any secret or serious debate better to check ur Bluetooth charging is full or not,5.0 out of 5 stars,5,U should keep all the tym charging we ur 10 hurs of charging limit expired
504,Himanshu Sharma,"Even after getting the product exchanged after my very first purchase, the second product also has the same issue. There is a lot of cracking sound while on calls, which is really frustrating as you have to remove them for attending calls. It's great while listening to music but really disappointed when on calls.",4.0 out of 5 stars,4,A lot of disturbance during calls
505,Kartik Garg,"Earphones bass have rattling sound, first I thought that it might be issue with this piece, but I asked for replacement from Amazon, but the same issue persisted in this piece as well. I tested it in multiple videos and different bass test, but there was this annoying terrible rattling sound every time.I tested old version of OnePlus Wireless Z bullets as well, it was fine. I think instead of improving Bass they made it terrible",1.0 out of 5 stars,1,Bass is TERRIBLE !!!
506,AKANSHA,"It is mind blowing until and unless it is working, but that condition will not last for more than 2 months at least not with me. Instead of getting it exchanged, it is not working properly as it sometimes do not connect with my device, when connected disturbance is there, disconnects on its own and what not. Never expected such a product from a reputed brand like one-plus. Please do give a thought before purchasing it.",1.0 out of 5 stars,1,Pathetic experience!
507,deekay,"So far good only Skype or hangout call not working properly. My voice lagging behind few seconds for eg if i speak then it take 5-6 seconds to reach my voice to listener in between that there another action taken. This is impacting to my daily meeting,embarassing :(",4.0 out of 5 stars,4,Sound quality
508,Vaibhav tripathi,                    The media could not be loaded.                 I have ordered on 11th of October 2021 one plus bullets wireless z base addition earphone and it has stopped working one piece of the ear bird has stopped working and also sound in comming and going I'm very unhappy with the service my last date of return was 21st october 2021 and now I'm not able to return this product kindly help me out with this Amazon Kindle help me out to return this product,1.0 out of 5 stars,1,Want to Return the diffective product one plus bullets wireless z base addition earphone not working
509,Subham D.,"Okayish. Sound gets distorted in certain music genre. First I thought my earphone was bad, so got it replaced but the new one is also the same. Probably should have taken the normal edition and not the base edition.FYI, I am a OnePlus fan and hence bought this earphone, even my previous Realme earphone was better. Not comparing with JBL or Bose, etc. as they are of different price range.",2.0 out of 5 stars,2,Distorted sound quality on certain music genre
510,Nowman,"Worst decision that I bought these.The item that I received was having connection problems, then I got the replacement of the same, the replaced item has mic issue. Mic is not working properly and creating alot of noise.",1.0 out of 5 stars,1,Noisy mic
511,anusha,Noise cancellation is worst and very irritating especially on calls. After a month it became horrible and unfortunately even after two repairs its still the same and disappointed Very much 😞☹️I took the help from the service centres and sent to repair twice still getting the same issue. I am very much looking for replacement or refund. Didn't expected this kind of isaue with one plus ☹️☹️☹️,1.0 out of 5 stars,1,Worst noise cancellation
512,Ajay Prajapati,I am using it from last 4 months..... but my earphone taking 2.5 hrs to 3 hrs to fully charge......they claim 10 min charge 10 hrs battery backup.....but my earphone didn't giving 10hrs backup......also it does not giving 10hrs backup after fully charge......worst experience......,1.0 out of 5 stars,1,Charging issue found
513,Ram,i bought an new oneplus z bass wireless but I'm totally disappointed with that very very very poor microphone quality it produce creepy sounds during conversation and I'm a student during my classes it produce same kind of noiseiam not that much rich to buy this brand but my parents bought me this for my studies and its mic quality is totally rubish very poor .You are not providing the service for the money you get from customers,1.0 out of 5 stars,1,worst worst worst microphone for calls
514,Sachin,It is not working at all.. give me feeling a roadside stuff. I returned first item with the hope next piece will work but it also not working... Takes 1 hour time to pair and battery goes down in 2-3 hours. Very disappointed.. never expetected such a pathetic product. Do not buy .... Duplicate items sold on Amazon now...,1.0 out of 5 stars,1,Do nto buy.. take 1-2 hours to pair and battery goes in 2-3 hours. Worst experience
515,SARFARAZ ALAM,"Everthing is all good about itExcept one thing nd that is when some one is calling through net like whatsApp, imo, Botim then you can not accept it through this you need to answer it from ur phone after that u can talk freely nd one more thing that is by not this u can not feel what u r tapping is it disconnecting ur call or increase volume or decreasing its just a plane u have to look it before action other wise it is worth it.",4.0 out of 5 stars,4,I would say go for it.
516,M Ananda Moorthy,I bought the first headset and it was superb but had little mic issue which any product can have like manufacturing issue.But it was so quick when I ordered a replacement it was replaced within 24 hrsReally impressed with the time take for original order and replacement as well,5.0 out of 5 stars,5,Best one and Amazon service awsome
517,Hemlata,"Voice not clear and lot of disturbances while in call at both caller and receiver.By that time I reliasie the problem was due to this particular bluetooth set, return period was lapsed.I personally not recomand if you want to use for calls.",1.0 out of 5 stars,1,Voice not clear and lot of disturbances while in call at both caller and recevier.
518,Maaz Majeed,"I have been using this device since December,till now it was good experience but suddenly one ear piece is not working and it happen to my last pair of bullets also after 5to6 months of use it starts with issues so I request Amazon to repair my earphone but they don't reply . This kind of service is very bad if you want to buy this earphone buy it from oneplus website it's more safe and you will have your warranty claim within a year",1.0 out of 5 stars,1,Worst product from oneplus
519,Sonal,"Excellent product. Very light weight with clear audio. Excellent for use both during workouts and meetings. Quick bluetooth connectivity and mobile phone compatibility, especially if you're also using a OnePlus phone.Only drawback is that the cables are a little too long and dangle a bit. Value for money and overall it's worth it.",5.0 out of 5 stars,5,Great product
520,Deepshikha Singh,"Just received the in-ear earphone today. Delivery was super quick( within 24 hours). Well done Amazon.Using it for a few hours to watch movies, attend calls, connects to phone and laptop. Must say that the product is amazing.Pros:Connects seamlessly with my Samsung Note 8 and Macbook airProduct Quality is premium & excellentNoise cancellation is very impressiveVoice clarity is superbPackaging was impressiveCons:Bass is good but not amazing",5.0 out of 5 stars,5,Best Speaker at this price
521,vikas,"Worst for calls, we will get buzzing sound on both ends, I guess it is not compatible with all the device.I ordered twice, both the time I face the same issue, found so many other people facing the same in internet.Tried so many solutions available on internet which not helped me.I am returning my second ear phone also.Great for music, but worst for calls with some devices.MyDevice:Redmi Note 10 Pro Max",1.0 out of 5 stars,1,Bad call Quality(Buzzing sound)
522,Daanish peerkhan,"My first impression was like wow, it's amazing but after just 5 months it stopped working. Tried contacting support but they only have services for phone and TV. Would have given 5 stars if it didn't break so soon!",1.0 out of 5 stars,1,Lasts just 5 months
523,Shravan Kumar Sharma,Whoever reading this comment please don't buy these headphones... Sound quality is ok...but built quality is so poor even 300 - 400 earphones have better built quality.After 6 months rubber usesd in it gets melts down...and boom 2000 gayo.,1.0 out of 5 stars,1,Please don't waste your money...you gonna regret buying these
524,Chandan Kumar,"Oneplus always keep thier brand value..Great product than i expected.Last 4 years i really happy with oneplus family and this wireless z is great product and unbelievable battery life and value for money. If someone seeking for a bluetooth earphone, go for oneplus bullet wireless z..Good quality and its very easy to use and magnetic control function very nice..Thanks for this product and very good packing superfast delivery even during this situation.. hats off oneplus and Amazon..Cheers",4.0 out of 5 stars,4,Best neckband in 2k
525,sandhya singh,"Amazon is just fooling us nothing else, they send dublicate products my earphones stopped working after 3days only n the delivery boy refused to take it back by saying some packaging difference I mean seriously wth man.",1.0 out of 5 stars,1,Amazon product sucks
526,HARISH MEHTA,                    The media could not be loaded.                 I have received the product in open condition.And I have booked Red color Bullets and when I open the box in that it was black colour.On box also it's mentioned Red colour but the Oneplus Bullets inside the box was black.The sound quality is not good.The product which I received is used or  duplicate.,1.0 out of 5 stars,1,The Product was opened
527,Tanmay Srivastava,"Sound quality is good.Mic is also good.Quick switch feature works differently.As you know there is no physical quick switch button like normal edition.If you want to switch quickly, turn on your blue tooth and select your bullets your device will be connected.However I don't like this way I don't know why they say this is quick switch feature.",4.0 out of 5 stars,4,Over all this is worth
528,Megha,I am using this earphone more than 1 week and its working perfectly the sound quality and bass is amazing. Ia ma using this earphone in redmi phones such as redmi note 4 and it's working good  in redmi phones.I am searching earphone 2 -3 months I found boat rockerz 255 but I  little bit confuse then ilI found one plus headphone bass edition. I am using this earphone for online class and the battery backup is amaing and it takes charge in 30 - 40 minutes.Without thing go for it if you bass lover and you need battery backup.,5.0 out of 5 stars,5,Value for Money
529,Dr. Harshit Varma,"Definitely one of the best in this price rangeIf you attach proper buds according to your ear size and tune a good equalizer, you'll experience the best sound, bass, and a perfect noise cancellation..Recommended for use with OnePlus Device for the best result ..",5.0 out of 5 stars,5,Worth it!
530,Rocky Singh,"Fast connectivity, well sound quality and buildup quality , as well as easy to handle light weight water resistance it really good for all rounder use. and delivery was also fast though i am not prime member user but still fast delivery i like the way they deal as well as if u got any kind of problem they replace your product hassle free over all it is a good product under 2000. after 3 month of use i can say that it is a worth buying.",4.0 out of 5 stars,4,after 3 month of use
531,Mohammed Aman,Not able to judge the sound quality because it  was not connecting in my phone although I have Bluetooth v5.0 in my phone .This oneplus earphones always say couldn't connect and when get connected it automatically gets disconnected within 10 -12 seconds  by the time I on my wifi and play any video to listen it sound some blink and gets disconnected  so how can I live with such earphones with so much  inconvenience to use every time,1.0 out of 5 stars,1,Again and again gets Disconnect automatically
532,Pavan,Magnetic switch off not working soon return policy expired i don't know how to get warranty claim in this amazon. Got defect product.,1.0 out of 5 stars,1,After 13 days Magnet switch off not workings.
533,Swapnil S.,"Comfortable even if you wear for whole dayIt won't give you any irritation or headacheIt's lightweightBesides, it has lower latency than the regular versionI've been playing PUBG on my ipad since the day I bought not better than some good quality earphones when comes to gamingBut best it neckbands, you can even try oppo enco but it has some latency but better sound quality.Low latency works nicely with iOS and OnePlus devices.",5.0 out of 5 stars,5,"Comfortable, Low Latency, Good Sound Quality"
534,Himansh Gautam,"Reviewing after using for almost more than 2 months.The noise cancellation is this earphone is really poor. I attend meetings and my team sometimes get annoyed by the sounds of birds/crows/bikes sounds in the background. With his price, I expected much better performance.Battery life is much lower than what they claim, I hardly get 5 hours .I won't suggest to buy.",2.0 out of 5 stars,2,Poor Noise Cancellation
535,Jeffin K John,"Most probably thus may be one of the first reviews for bullets wireless z 'bass edition'.like everyone I've also done many researches before buying this.i saw many youtubers and others complaining about the bass.in my opinion the bass is absolutely pure and its perfect, for a common listner.I think they all are reviewing from the perspective of a music director or something.The sound quality is absolutely pure.We can hear every single sound in detail.If your budget is 2k i highly recommend this product",5.0 out of 5 stars,5,Superb buy for 2k
536,Kunal sharma,Got defected piece...earphones are getting disconnected just few minutes after connecting...this is known bug in software from oneplus and my previous earphones also had this....and now there's no return on this order and my money is wasted!Oneplus is not anymore the oneplus which was known for its quality products!,1.0 out of 5 stars,1,Defected piece
537,Buyer,Had purchased less than a year ago and one of the headphones stopped working.. looking at the cost 2k the durability is very bad..where other good brands costs 40-50% less that does not matter if they stop working within an year... Stay away from these headphones if you are tight on budget and think of buying expecting it to be long lasting,1.0 out of 5 stars,1,Very bad durability..do not last for even a year
538,Taresh Huske,I like the sound as it is decent enough you can enjoy ur favourite music and voice calling. Only one thing which i dont like is this headphone is not having noise cancellation because of that on the other end it will very noisy if you are in croweded area it catches even small surround sound.,4.0 out of 5 stars,4,Sound
539,Customer,I bought these earphones as they would go well with my one plus phone as charging it would be easier. But the left earphones stopped working just after a week of use. Very disappointed. The return window is closed as well. Would never recommend this.,1.0 out of 5 stars,1,Stopped working
540,Sushrut Kasture,"The sound quality is decent but the microphone is real bad. Does not seem to work with OnePlus 6. The earphones are not suitable for MacBook, the earpiece gets noise intermittently (I replaced it thrice, and the issue was observed with every single set of earphones). The microphone does not work on macbook, I tried with duo call and the other party kept complaining about low amplitude and the intermittent irritating noises.",1.0 out of 5 stars,1,"Microphone does not work, I returned the earphones"
541,Amazon Customer,"This is a fake product, I ordered the same from one plus website and there is difference of day and night between the two. Stop selling such products. These earphones cause disturbing sound when connected with iPad and MacBook. The original ones do not cause such noise.Shame.",1.0 out of 5 stars,1,Fake
542,Parameswar Panda,"This headset stopped working in 5 months. I went to service center for repair/replace this. But the service center guys are very unprofessional. They said, they don't have stock and they never call you back when the stock is back. Also they say, they can't replace the same product. Very bad experience from One plus service. Pls don't buy this product and face similar situation like me.",1.0 out of 5 stars,1,Worst Product. Never Buy it.
543,Rajesh071,Ideal for daily use no ear pain after long usage (3hrs)Ear peice is Quite uncomfortable when its used inside helmet. however it fits by adjustingCalling:The opp person is hears your voice well. I. E The ambience noise suppressed and speaker voice is heard more.,5.0 out of 5 stars,5,Best head set under 2000
544,Haki,The bass is not that clear.  It is like listening to music in an auto with wooden supported speakers. didn’t  expect this from oneplus.  Named bass edition. But bass is like listening to 200/- earphones.  Not worthy of paying 2000/- for this product.,2.0 out of 5 stars,2,Not worthy. Bass edition is only for name.  Sounds like 200/- earphones.
545,Amazon Customer,The headphones are very good with good sound quality and comfort of wearing the headphones for a long time. But what made the manufacturer think to remove the hardware button for the quick switch feature to switch between the connected devices. The normal edition of the OnePlus Bullets Z has the hardware button to switch between two devices that work seamlessly. I returned the Bass edition and bought the normal one. The quick switch feature works well in that.,3.0 out of 5 stars,3,"Sound quality is good, but quick switch feature is meaningless on the bass edition"
546,Kedar Desai,I have already recommended this headphones to my friends and colleagues. These are best in the market at the price segment it is offered. The sound & bass quality is excellent. The best about these headphones is the battery life & charging time. I am using these headphones for past 5 days for strech of 10hrs & I have practically charged the headphones 3 times for just 10 to 15mins. I have never heard the message of battery low till now.,5.0 out of 5 stars,5,Most reliable Headphones
547,srinathreddy,"Product:  3.5/5first of all i almost used every earphnes as far ....in 2k budget there are lot more better than this one....as they mentioned bass its nt upto my mark when compared to others noise cancellation no way it doesnt have such thing as they mentioned, nd connectivity wz pretty good nd power on nd off wz good,while call, if yu wearing skinny tight jeans nd riding bike yu may nt get clear voice while riding nd can hear disturbance more than yua voice....dats clear nd clean review Delivery:missed redcable bt later they replaced it 3.5/5",4.0 out of 5 stars,4,nt up to mark
548,ArindamGhosal,"I have bought this today. In a single word it makes me feel just wow.... Soft, comfortable, premium finishing, great fitting in ear ....buid quality is great.Come to the audio section....great sound...bass is somuch improved compared to the previous version... loudness is quite good ... microphone is quite impressive, battery back up just awesome. Apart this there are so many interesting features like fast charging...multiswitching ..etc. Just grab it.. it's great deal for this price range",5.0 out of 5 stars,5,Awesome 👍 neckband for 2k
549,Pranjal Walde,"Bass is good, noice canceling is moderate. Only disadvantage is you will hear crackling sound sometimes and sometimes it disconnect by itself without notifying.So you've to turn off your Bluetooth and reconnect it again to get back",4.0 out of 5 stars,4,Good to buy
550,Pavvi,"This Bluetooth is having Best sound quality, good for listening songs when doing your regular work and good for taking with your loved one when your hands are busy...😊Only I found difficulty when wants to listen radio in mobile ...as the radio asks for wired earphone...also when we want to join WebEx /G meet ,the sound gets distorted if the wireless bluetooth is used for that.But all in all other features are good and I liked this product for Listening songs.",5.0 out of 5 stars,5,Very nice product ☺️👍
551,Amazon Customer,The product is very good  and have pretty good sound quality and you will definitely enjoy music as well  the call quality sound also good. It's magnetic on-off function good and easily coonected with phone.Overall recommend for the buy.,5.0 out of 5 stars,5,Awesome wireless headphones.
552,Harsh sharma,Bass is good and call quality is also good but only one this is disappointing is that chur ahur sound all the time it's like local earphones I'm very sad with this product from now in I will never buy this one plus product no matter how much good ur product I swear I will never buy this 😶 u know  realme is best earphone I ever used if u guys have one plus device that buy this trash other vise dont buy trush me I'm dying inside I wasted my money 😭on this product one plus is really trash I hate this,1.0 out of 5 stars,1,Sound problem
553,Amazon Customer,I have been using one plus bass edition for 6 month and i have replaced it  one time for the issue of the mic. Its  not working at all  and now its facing same problem  i love the sound quality  and the comfort  but the mic issue is facing  now after the lock down i need to go to onplus store and replace it. Noteit: sound 🔊 10/10 comfort  10/10 batteries 8/10 and mic 0/10  one plus please clear this issue its my request,3.0 out of 5 stars,3,Mic isssue
554,Fadiendra sahu,"I think I received a defective product.When I receive a waiting call  ,Bluetooth gets disconnected. Other waiting call ,on picking can't be heared thorough headsets.Disconnecting headsets while listings music didn't pauses music or youtube vedio rather sound starts coming out from mobile.",1.0 out of 5 stars,1,Defects/Drawbacks in product
555,Ankit Kumpawat,"Best part I liked is the quick pairing and moving to stand by mode just by bringing the earpieces together. Don't need to worry about battery wastage or long time to get the damn thing started every time.Edit: after using for 2-3 months, battery life I am actually getting is close to 10 hours only. Since it charges super fast, not a deal breaker but buyer should be aware",5.0 out of 5 stars,5,Great product for buying within 2000 bucks!
556,Aravind Athreya,"The earphones doesn’t switch between devices. We need to manually connect to 2nd device !The audio quality of OK but when we try to increase or decrease volume while listening to music on iPhones, it makes a noise which is really bad !And during calls, sometimes, people cannot hear you properly! This has been an intermittent issue but it does happen quite frequently",1.0 out of 5 stars,1,It’s really bad !!
557,Amazon Customer,"For the first week it was working smoothly,Now I am having a cracking sound in right earnpiece.Its very disturbing and when i call someone both of us getting a noise which is again a bad experience.It starts to work only after factory reset it.",1.0 out of 5 stars,1,Worst experience after 1.5 months
558,Abhi k,Buyed this product on December 2020 and its not even been 2 months..And today while i was talking in a call i suddenly gone off.. and its not getting on.. even if i keep it on charge its not showing the indicator (led light).. complete waste of money. I didn't even rough use it.. nd it doesn't even have a scratch on it..I buyed it from all my pocket money and Amazon putted it in water😡😡.. i need refund/replacement or atleast repair 😡,1.0 out of 5 stars,1,Not to buy
559,Kartik choudhary,They are awesome i cant explain how roughly i used them but low latency is lovely and build quality is top notch compare to alllllll other neckband i an huge fan of oneplus seriously i also have oneplus 7t and oneplus tv i really love oneplus and its work and quality in all their products,5.0 out of 5 stars,5,Top in the market in under 2k price
